ID,Stock Code,UPC Full,Name,Size,Default Qty,unit cost,latest cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Don Not Discount,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No
"1","1820000771","018200007712","BUD 12PK NR 12OZ","12OZ","1","12.65","12.70","14.54","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","1.00","22.00","13.00","8.0","7","A","0","general",,"304","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2","1820011047","018200110474","BUD 12-PACK CANS 12OZ","12OZ","1","12.30","12.30","14.54","2","24.60","2.06","27.99","Tax","DOMESTIC BEER","BEER","HIGRADE","7.00","7.00","15.41","2.0","2","B","0","general",,"2979","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"3","1820025000","018200250002","BUD 25 OZ CANS","25OZ","1","1.37","1.37","1.99","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","35.00","35.00","31.16","30.0","17","B","0","general",,"2981","15","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"4","1820000126","01812620","BUD 40 OZ NR","40OZ","1","2.65","2.65","3.28","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","26.00","26.00","19.21","36.0","31","A","0","general",,"2596","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"5","1820000018","01801828","BUD 6-PACK CANS 16 OZ 16OZ","16OZ","1","7.37","7.38","8.44","4","29.48","4.72","31.99","Tax","DOMESTIC BEER","BEER","HIGRADE","11.00","11.00","12.68","4.0","2","B","0","general",,"2761","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"6","1820011030","018200110306","BUD 30-PACK CANS 12OZ","12OZ","1","26.10","26.10","28.14","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","12.00","12.00","7.25","3","3","A","1","general",,"956","1","",,1,,"0","0",Inventory Item,"",,,"1","1",1,,BUD 30-PACK CAN,
"7","1820000834","018200008344","BUD 6-PACK BTLS 12OZ","12OZ","1","6.78","6.78","8.44","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","14.00","14.00","19.67","0","0","D","0","general",,"2753","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"8","1820053047","018200530470","BUD LIGHT 12-PACK CANS 12OZ","12OZ","1","12.30","12.30","14.54","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","14.00","14.00","15.41","2.0","2","B","0","general",,"1972","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"9","3929500670, 5767400500","857674005004, 857674005004","SENOR SANGRIA RED 750ML","750ML","1","7.88","7.88","9.99","","","","","Tax","WINE SPANISH","WINE","SPSP","15.00, -10.00","5.00","21.12","1","1","C","0","general",,"374","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"10","1820000769","018200007699","BUD LIGHT 12-PACK BTLS 12OZ","12OZ","1","12.70","12.70","14.54","2","25.40","2.06","26.99","Tax","DOMESTIC BEER","BEER","HIGRADE","7.00","7.00","12.65","4.0","4","A","0","general",,"443","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"11","1820053030","018200530302","BUD LIGHT 30-PACK CANS 12OZ","12OZ","1","25.89","25.86","28.14","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","10.00","10.00","8.00","5","5","A","1","general",,"198","1","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"12","1153801118","811538011181","CUERVO MAGARITA MIX LIGHT 1.75LT","1.75LT","1","6.09","6.09","8.49","","","","","Tax","MIXERS","NON ALC","ALLIED","4.00","4.00","28.27","1","1","C","0","general",,"2986","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"13","1820000833","018200008337","BUD LIGHT 6-PACK BTLS 12OZ","12OZ","1","6.86","6.78","8.44","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","14.00","14.00","18.72","4.0","3","B","0","general",,"2766","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"14","7199010071","071990100711","COORS BANQUET 24 OZ CANS","24OZ","1","1.39","1.39","1.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","27.00","27.00","30.15","36.0","28","A","0","general",,"899","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"15","7199017028","071990170288","COORS 6-PACK BTLS 12OZ","12OZ","1","6.75","6.75","8.44","","","","","Tax","DOMESTIC BEER","BEER","SPSP","9.00","9.00","20.02","8.0","5","B","0","general",,"2773","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"16","7199030069","071990300692","COORS LIGHT 12-PACK BTLS 12OZ","12OZ","1","12.30","12.30","14.07","","","","","Tax","DOMESTIC BEER","BEER","SPSP","14.00","14.00","12.58","6.0","5","A","0","general",,"2934","2","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"17","7199030065, 7199030066","071990300654, 071990300654","COORS LIGHT 24OZ","24OZ","1","1.39","1.39","2.11","12","16.68","16.68","19.99","Tax","DOMESTIC BEER","BEER","SPSP","98.00, 48.00","146.00","34.12","24.0","20","B","0","general",195,"418","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"18","7199000048","071990000486","COORS LIGHT 12-PACK CANS 12OZ","12OZ","1","12.30","12.30","14.07","","","","","Tax","DOMESTIC BEER","BEER","SPSP","14.00","14.00","12.58","6.0","5","A","0","general",,"2878","2","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"19","7199032000","071990320003","COORS LIGHT 6PK 16 OZ CANS","16OZ","1","7.50","1.25","9.49","","","","","Tax","DOMESTIC BEER","BEER","SPSP","10.00","10.00","20.97","8.0","5","B","0","general",,"2779","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"20","7199030005","071990300050","COORS LIGHT 6-PACK BTLS 12OZ","12OZ","1","6.75","1.13","8.44","","","","","Tax","DOMESTIC BEER","BEER","SPSP","15.00","15.00","20.02","1","1","C","0","general",,"2991","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"21","7199030009, 8780000002, 7199030010","","COORS LIGHT 6-PACK BTLS 7OZ","7OZ","1","0.62","0.62","0.8","6, 24","3.72, 14.88","3.72, 14.88","4.99, 16.99","Tax","DOMESTIC BEER","BEER","SPSP","0.00, 0.00, 0.00","0.00","22.50","24","24","D","0","general",,"4293","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"22","9674920030","96749200306","BURNETTS GIN 1.75LT","1.75LT","1","15.09","15.09","18.99","","","","","Tax","GIN AMERICAN","LIQUOR","ALLIED","1.00","1.00","20.54","0","0","D","0","general",,"3192","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"23","4286090024","642860900245","FOUNDERS ALL DAY IPA 15-PACK CANS 12OZ","12OZ","1","15.20","15.20","17.99","","","","","Tax","MICRO BREWS","BEER","HIGRADE","26.00","26.00","15.51","4","4","A","0","general",,"2847","1","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"24","3410000355","03435515","MILLER LITE 24 OZ CANS","24OZ","1","1.55","1.55","2.11","","","","","Tax","DOMESTIC BEER","BEER","SPSP","38.00","38.00","26.54","12.0","12","B","0","general",,"2662","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"25","8520000161","08516123","FRE CAB NON ALC","750ML","1","5","5","7.99","","","","","Tax","NON ALCO WINES","NON ALC","ALLIED","5.00","5.00","37.42","1","1","C","0","general",,"20592","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"26","8520000101","08510129","FRE CHARD NON ALC","750ML","1","6.66","6.66","7.99","","","","","Tax","WINE CHARDONNAY","WINE","ALLIED","12.00","12.00","16.65","0","0","D","0","general",,"20593","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"27","3410057341","034100573416","MILLER LITE 30-PACK CANS 12OZ","12OZ","1","26.00","26","27.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","46.00","46.00","7.11","21","21","A","1","general",,"90","1","",,1,,"0","0",Inventory Item,"",,,"1","1",1,,MILLER LITE 30-,
"28","5965107723","659651077239","CHATEAU PEYROS VIELLES VIGNES 750ML","750ML","1","11.33","11.33","11.99","","","","","Tax","WINE FRENCH","WINE","AA","1.00","1.00","5.50","0","0","D","0","general",,"2795","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"29","3410057505","034100575052","MILLER LITE 6-PACK BTLS 12OZ","12OZ","1","6.75","6.75","8.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","9.00","9.00","24.92","12.0","10","A","0","general",,"2786","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"30","8500001951","085000019511","NAM 80 1.75LT","1.75LT","1","19.29","19.29","23.99","","","","","Tax","VODKA","LIQUOR","GAGA","5.00","5.00","19.59","0","0","D","0","general",,"588","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"31","3410000555","345551","MILLER DRAFT 24 OZ CAN","24OZ","1","1.41","1.41","1.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","3.00","3.00","29.15","0","0","D","0","general",,"2663","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"32","3410017505","034100175054","MILLER DRAFT 6-PACK BTLS 12OZ","12OZ","1","6.75","1.12","8.44","","","","","Tax","DOMESTIC BEER","BEER","SPSP","0.00","0.00","20.02","4.0","3","D","0","general",,"2805","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"33","3410001505","034100015053","MILLER HIGH LIFE 6-PACK BTLS 12OZ","12OZ","1","5.38","5.38","6.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","6.00","6.00","23.03","4.0","3","B","0","general",,"79","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"34","3770406251","637704062517","TROEGS PERPETUAL IPA 6-PACK BTLS 12OZ","12OZ","1","9.29","9.23","11.99","","","","","Tax","MICRO BREWS","BEER","HIGRADE","7.00","7.00","22.52","4.0","4","B","0","general",,"350","4","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"35","7143945712","7143945712","ROLLING ROCK 12-PACK BTLS 12OZ","12OZ","1","11.40","0.95","13.99","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","7.00","7.00","18.51","0","0","D","0","general",,"2494","2","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"36","7143930050, 7143900005, 7143970024","","ROLLING ROCK 8-PACK BTLS 7OZ","7OZ","1","5.00","0.6","6.99","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","0.00, 0.00, 0.00","0.00","28.47","0","0","D","0","general",,"2838","3","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"37","7143934806, 7143900033, 7143900046","","ROLLING ROCK 6-PACK BTLS 12OZ","12OZ","1","5.25","0.86","7.99","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","8.00, 0.00, 0.00","8.00","34.29","0","0","D","0","general",,"2839","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"38","8769210014, 8769210015","087692100140, 087692100140","SAM ADAMS LAGER 12-PACK BTLS 12OZ","12OZ","1","16.37","16.38","17.99","","","","","Tax","MICRO BREWS","BEER","SPSP","11.00, 0.00","11.00","9.01","2.0","2","B","0","general",,"2615","2","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"39","8769227102","087692271024","SAM ADAMS CHERRY WHEAT 6PK BTLS 12OZ","12OZ","1","8.81","8.81","10.99","","","","","Tax","MICRO BREWS","BEER","SPSP","9.00","9.00","19.84","12.0","12","A","0","general",,"1911","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"40","8769210012","087692100126","SAM ADAMS LAGER 6-PACK BTLS 12OZ","12OZ","1","8.36","8.81","10.99","","","","","Tax","MICRO BREWS","BEER","SPSP","15.00","15.00","23.93","1","1","C","0","general",,"3258","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"41","8769230050","087692300502","SAM ADAMS SEASONAL 6-PACK BTLS 12OZ","12OZ","1","8.81","8.81","10.99","","","","","Tax","MICRO BREWS","BEER","SPSP","19.00","19.00","19.84","8.0","8","A","0","general",,"2993","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"42","8992495432","089924954323","YUENGLING BLACK & TAN 6-PACK BTLS 12OZ","12OZ","1","6.75","1.12","7.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","3.00","3.00","15.52","1","1","C","0","general",,"629","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"44","8992431983, 8992431984, 8992400009","","YUENGLING PORTER 6-PACK BTLS 12OZ","12OZ","1","0.96","0.96","1.25","6, 24","5.76, 23.04","5.76, 23.04","7.99, 26.99","Tax","DOMESTIC BEER","BEER","SPSP","0.00, 0.00, 0.00","0.00","23.20","24","24","D","0","general",,"4619","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"45","4900000977","499770","DASANI PURIFIED 16OZ","16OZ","1","0.32","0.32","1.25","","","","","Tax","WATERS","GROCERY","LJZ","0.00","0.00","74.40","0","0","D","0","general",,"1765","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"46","3410057636","034100576363","MILLER LITE 12-PACK CANS 12OZ","12OZ","1","12.30","12.30","13.99","","","","","Tax","DOMESTIC BEER","BEER","SPSP","8.00","8.00","12.08","14.0","14","A","0","general",,"878","2","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"47","7199030042","7199030042","COORS LIGHT NR 40OZ","40OZ","1","2.76","2.76","3.49","","","","","Tax","DOMESTIC BEER","BEER","SPSP","0.00","0.00","20.92","0","0","D","0","general",,"881","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"48","3061300006, 3061300001","030613000012, 030613000012","BROOKLYN LAGER 6-PACK BTLS 12OZ","12OZ","1","9.13","9.13","11.99","","","","","Tax","MICRO BREWS","BEER","SPSP","26.00, -15.00","11.00","23.85","4.0","3","B","0","general",,"2440","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"49","8974475237","89744752376","TRAPICHE OAK CASK PINOT NOIR 750ML","750ML","1","8.09","8.09","14.99","","","","","Tax","WINE ARGENTINA","WINE","ALLIED","7.00","7.00","46.03","0","0","D","0","general",,"560","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"50","8200000323","8232306","SMIRNOFF WHIPPED CREAM 50ML","50ML","1","0.7","0.7","0.99","","","","","Tax","VODKA","LIQUOR","ALLIED","0.00","0.00","29.29","120","120","D","0","general",,"570","120","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"51","8378337521","083783375213","SIERRA NEVADA PALE ALE 6-PACK BTLS 12OZ","12OZ","1","9.16","9.13","10.99","","","","","Tax","MICRO BREWS","BEER","SPSP","6.00","6.00","16.65","4.0","2","B","0","general",,"3519","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"52","7289010016","072890100160","AMSTEL LIGHT 12-PACK BTLS 12OZ","12OZ","1","15.62","15.63","16.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","11.00","11.00","8.06","0","0","D","0","general",,"2818","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"53","7289010011","072890100115","AMSTEL LIGHT 6-PACK BTLS 12OZ","12OZ","1","7.96","7.96","8.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","18.00","18.00","11.46","1","1","C","0","general",,"2700","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"54","8248812300","082488123006","BECKS 12-PACK BTLS 12OZ","12OZ","1","14.17","14.10","17.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","5.00","5.00","21.23","0","0","D","0","general",,"3347","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"55","8248812345","082488123457","BECKS 6-PACK BTLS 12OZ","12OZ","1","8.28","8.28","8.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","7.00","7.00","7.90","1","1","C","0","general",,"2707","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"56","8382007131, 8382007231, 6227407131, 6227407231","","BASS ALE 6-PACK BTLS 12OZ","12OZ","1","1.27","1.27","1.99","6, 24","7.62, 30.48","7.62, 30.48","9.99, 31.99","Tax","MICRO BREWS","BEER","HIGRADE","0.00, 0.00, 0.00, 0.00","0.00","36.18","24","24","D","0","general",,"2706","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"57","6227481393","762274813938","BODDINGTON PUB ALE 4-PACK 16OZ","16OZ","1","1.71","1.67","2.49","4","6.84","6.68","8.99","Tax","IMPORT BEER","BEER","HIGRADE","4.00","4.00","31.33","3","3","C","0","general",,"3770","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"58","8066095615","080660956152","CORONA EXTRA 12-PACK BTLS 12OZ","12OZ","1","15.58","15.58","18.76","","","","","Tax","IMPORT BEER","BEER","SPSP","72.00","72.00","16.95","12.0","12","A","0","general",,"2907","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"59","8066095605","080660956053","CORONA EXTRA 6-PACK BTLS 12OZ","12OZ","1","7.87","7.88","10.32","","","","","Tax","IMPORT BEER","BEER","SPSP","118.00","118.00","23.74","12.0","12","A","0","general",,"3195","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"60","8066095641","080660956411","CORONA EXTRA BIG BOTTLE 24OZ","24OZ","1","2.67","2.71","3.29","","","","","Tax","IMPORT BEER","BEER","SPSP","20.00","20.00","18.84","12.0","12","B","0","general",,"1963","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"61","8066095675","080660956756","CORONA LIGHT 12PK NR 12OZ","12OZ","1","15.59","15.58","18.76","","","","","Tax","IMPORT BEER","BEER","SPSP","10.00","10.00","16.90","4.0","3","A","0","general",,"3578","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"62","8066095625, 8066000002","080660956251, 080660956251","CORONA LIGHT 6PK NR 12OZ","12OZ","1","7.88","7.88","9.38","","","","","Tax","IMPORT BEER","BEER","SPSP","12.00, 0.00","12.00","15.99","12.0","10","A","0","general",,"3200","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"63","8066095401","080660954011","CORONITA 6-PACK 7OZ BT","7OZ","1","5.50","5.50","6.99","4","22.00","3.68","25.99","Tax","IMPORT BEER","BEER","SPSP","17.00","17.00","21.32","8.0","5","B","0","general",,"4325","4","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"64","7231113011, 7231163011, 7231133011","","DOS EQUIS AMBER 6-PACK BTLS 12OZ","12OZ","1","1.06","1.06","1.38","6, 24","6.36, 25.44","6.36, 25.44","7.99, 27.99","Tax","IMPORT BEER","BEER","HIGRADE","0.00, 0.00, 0.00","0.00","23.19","24","24","D","0","general",,"2715","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"65","7231163012, 7231113012, 7231133012","","DOS EQUIS SPECIAL 6-PACK BTLS 12OZ","12OZ","1","1.06","1.06","1.38","6, 24","6.36, 25.44","6.36, 25.44","7.99, 26.99","Tax","IMPORT BEER","BEER","HIGRADE","0.00, 0.00, 0.00","0.00","23.19","24","24","D","0","general",,"3837","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"66","7089701331","070897013315","FOSTERS LAGER 25OZ ","25OZ","1","1.98","1.98","2.79","","","","","Tax","IMPORT BEER","BEER","SPSP","40.00","40.00","29.03","12.0","7","B","0","general",,"2716","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"67","7089718331","070897183315","FOSTERS ALE 25OZ","25OZ","1","1.98","1.98","2.79","","","","","Tax","IMPORT BEER","BEER","SPSP","31.00","31.00","29.03","24.0","13","B","0","general",,"73","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"68","8382012393","083820123937","GUINNESS STOUT 6-PACK BTLS 12OZ","12OZ","1","8.00","1.33","9.49","","","","","Tax","IMPORT BEER","BEER","HIGRADE","13.00","13.00","15.70","0","0","D","0","general",,"2719","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"69","8374100008, 8374100005","08374158, 08374158","GROLSCH 6PK BTLS 12OZ","12OZ","1","8.25","8.13","10.99","","","","","Tax","IMPORT BEER","BEER","SPSP","26.00, -12.00","14.00","24.93","1","1","C","0","general",,"2717","4","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"70","8382012360","083820123609","GUINNESS DRAUGHT PUB CANS 16OZ 4PK","16OZ","1","6.67","6.67","8.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","16.00","16.00","25.81","12.0","9","A","0","general",,"2885","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"71","8248812700","","BECKS N/A 6-PACK BTLS 12OZ","12OZ","1","6.50","1.02","7.99","","","","","Tax","NON-ALCO BEER","NON ALC","HIGRADE","0.00","0.00","18.65","24","24","D","0","general",,"3310","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"72","8500001129","085000011294","LIBERTY CREEK CABERNET 1.5LT","1.5LT","1","8.01","8.01","9.99","","","","","Tax","WINE CABERNET","WINE","GAGA","5.00","5.00","19.82","0","0","D","0","general",,"62","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"73","4948361740, 4948326165","","HACKER PSCHORR WEISSE 16OZ","16OZ","1","1.68","1.68","2.49","20","33.60","33.60","39.99","Tax","IMPORT BEER","BEER","HIGRADE","0.00, 0.00","0.00","32.53","0","0","D","0","general",,"2720","20","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"74","4948318900, 4948326183","049483189000, 049483189000","HACKER PSCHORR OKTOBERFEST 6-PACK BTLS 12OZ","12OZ","1","8.19","8.00","9.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","2.00, 0.00","2.00","18.02","1","1","C","0","general",,"2876","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"75","8382023466","083820234732","HARP LAGER 6-PACK BTLS 12OZ","12OZ","1","8.00","1.33","9.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","3.00","3.00","19.92","0","0","D","0","general",,"2721","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"76","7289000020","072890000200","HEINEKEN 12-PACK CANS 12OZ","12OZ","1","15.87","15.88","18.76","","","","","Tax","IMPORT BEER","BEER","HIGRADE","31.00","31.00","15.41","0","0","D","0","general",,"2669","2","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"77","7289000011","072890000118","HEINEKEN 6-PACK BTLS 12OZ","12OZ","1","7.84","7.84","9.38","","","","","Tax","IMPORT BEER","BEER","HIGRADE","64.00","64.00","16.42","12.0","9","A","0","general",,"2722","4","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"78","7289000016","072890000163","HEINEKEN 12-PACK BTLS 12OZ","12OZ","1","15.86","15.88","18.76","","","","","Tax","IMPORT BEER","BEER","HIGRADE","61.00","61.00","15.46","4.0","4","A","0","general",,"2724","2","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"79","7289000478","072890004789","HEINEKEN 22OZ NR","22OZ","1","2.57","2.65","3.19","","","","","Tax","IMPORT BEER","BEER","HIGRADE","22.00","22.00","19.44","3","3","C","0","general",,"2213","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"80","8382072552, 8382072553","","KALIBER 6-PACK BTLS 12OZ","12OZ","1","0.87","0.87","1.13","6, 24","5.22, 20.88","5.22, 20.88","7.99, 26.99","Tax","NON-ALCO BEER","NON ALC","HIGRADE","0.00, 0.00","0.00","23.01","24","24","D","0","general",,"2884","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"81","7231163001","072311630016","PILSNER URQUELL 6-PACK BTLS 12OZ","12OZ","1","8.38","8.38","9.99","","","","","Tax","IMPORT BEER","BEER","SPSP","9.00","9.00","16.12","1","1","C","0","general",,"2737","4","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"82","8572511507","085725115079","SAMUEL SMITH WINTER WELCOME 550ML","500ML","1","4.25","4.25","4.99","","","","","Tax","IMPORT BEER","BEER","REMARK","0.00","0.00","14.83","1","1","D","0","general",,"2014","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"83","8839400003, 8839400004","","SPATEN OPTIMATOR 6-PACK BTLS 12OZ","12OZ","1","1.14","1.14","1.48","6, 24","6.84, 27.36","6.84, 27.36","9.99, 32.99","Tax","IMPORT BEER","BEER","HIGRADE","0.00, 0.00","0.00","22.97","24","24","D","0","general",,"952","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"84","8839400002","8839400002","SPATEN MUNICH LAGER 6-PACK BTLS 12OZ","12OZ","1","1.14","1.14","1.48","6, 24","6.84, 27.36","6.84, 27.36","9.99, 32.99","Tax","IMPORT BEER","BEER","HIGRADE","0.00","0.00","22.97","24","24","D","0","general",,"118","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"85","8066095955, 8066095951","","ST. PAULI GIRL N/A 6-PACK BTLS 12OZ","12OZ","1","1.06","1.06","1.37","6, 24","6.36, 25.44","6.36, 25.44","7.99, 26.99","Tax","NON-ALCO BEER","NON ALC","HIGRADE","0.00, 0.00","0.00","22.63","24","24","D","0","general",,"2176","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"86","9200001306, 9200000300","","TSING TAO 6-PACK BTLS 12OZ","12OZ","1","1.27","1.27","1.99","6, 24","7.62, 30.48","7.62, 30.48","9.99, 32.99","Tax","IMPORT BEER","BEER","SPSP","0.00, 0.00","0.00","36.18","24","24","D","0","general",,"2743","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"87","8068600160, 8068600161","080686001614, 080686001614","JIM BEAM BOURBON 375ML","375ML","1","10.65","10.49","12.99","","","","","Tax","BOURBON","LIQUOR","ALLIED","24.00, -16.00","8.00","18.01","0","0","D","0","general",,"706","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"88","8292820021","082928200212","FLEISCHMANNS PREFERRED 1.75LT","1.75LT","1","14.49","14.49","16.99","","","","","Tax","AMERICAN WHISKEY","LIQUOR","ALLIED","2.00","2.00","14.71","0","0","D","0","general",,"20","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"89","8292820014","","FLEISCHMANNS PREFERRED 750ML","750ML","1","7.29","7.29","11.99","","","","","Tax","AMERICAN WHISKEY","LIQUOR","ALLIED","4.00","4.00","39.20","0","0","D","0","general",,"22","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"90","7454500082","674545000827","DON JULIO TEQUILA 70TH ANNI 750ML","750ML","1","56.09","56.09","64.99","","","","","Tax","TEQUILA","LIQUOR","ALLIED","2.00","2.00","13.69","0","0","D","0","general",,"64","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"91","1834175106","018341751062","BAREFOOT WHITE ZINFANDEL 750ML","750ML","1","6.01","6.01","7.99","","","","","Tax","WINE WHITE ZINFANDEL","WINE","GAGA","6.00","6.00","24.78","1","1","C","0","general",,"21","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"92","8700070070","087000700703","SEAGRAM 7 1.75LT","1.75LT","1","19.02","19.02","21.99","","","","","Tax","AMERICAN WHISKEY","LIQUOR","ALLIED","4.00","4.00","13.51","6.0","5","A","0","general",,"63","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
