ID,Stock Code,UPC Full,Name,Size,Default Qty,unit cost,latest cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Don Not Discount,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No
"2424","5273500306","852735003067","BARR HILL VODKA 750ML","750ML","1","43.59","43.59","50.99","","","","","Tax","GIN IMPORTED","LIQUOR","HBHB","0.00","0.00","14.51","6.0","1","D","0","general",,"15660","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2425","1820006991","018200069918","MICHELOB ULTRA 12-PACK CANS 12OZ","12OZ","1","13.09","13.08","15.94","","","","","Tax","DOMESTIC BEER","BEER","HIGRADE","8.00","8.00","17.88","6.0","5","A","0","general",,"15686","2","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2426","6486622105","764866221053","RIVERA SALICE SALENTINO 750ML","750ML","1","7.33","7.33","12.99","","","","","Tax","WINE ITALIAN","WINE","MWI","9.00","9.00","43.57","0","0","D","0","general",,"15696","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2427","8500002229","085000022290","NAM PINEAPPLE 200ML","200ML","1","3.54","3.54","6.99","","","","","Tax","VODKA","LIQUOR","GAGA","4.00","4.00","49.36","0","0","D","0","general",,"15672","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2428","3619120740","636191207401","APPLETON ESTATE 8 YEAR RESERVE BLEND 750ML","750ML","1","34.09","24.09","36.99","","","","","Tax","RUM","LIQUOR","ALLIED","4.00","4.00","7.84","0","0","D","0","general",,"15662","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2429","5863200001","858632000017","IL PARADISO FRASSINA ROSSO 750ML","750ML","1","20","20","29.99","","","","","Tax","WINE ITALIAN","WINE","MWI","0.00","0.00","33.31","6","6","D","0","general",,"15695","6","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2430","0275500196, 0275500195","","FIRESTONE WALKER LUPONIC DIST. 12OZ","12OZ","1","1.29","1.29","2.29","6","7.74","7.74","9.99","Tax","MICRO BREWS","BEER","HIGRADE","0.00, 0.00","0.00","43.67","24","24","D","0","general",,"15688","24","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2431","0071500096","8000715000960","RIVERA PRIMITIVO 750ML","750ML","1","7.33","7.33","12.99","","","","","Tax","WINE ITALIAN","WINE","MWI","0.00","0.00","43.57","12","12","D","0","general",,"15697","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2432","3013400031","","FATTORI AMARONE 750ML","750ML","1","32.67","32.67","69.99","","","","","Tax","WINE ITALIAN","WINE","TE","4.00","4.00","53.32","0","0","D","0","general",,"15705","6","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2433","7070100193","870701001930","LEITZ DRAGONSTONE RIESLING 750ML","750ML","1","11.5","11.5","17.99","","","","","Tax","WINE GERMAN","WINE","VSI","0.00","0.00","36.08","12.0","1","D","0","general",,"15698","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2434","2665052110","8426650521108","ARADON RIOJA 750ML","750ML","1","7.75","7.75","13.99","","","","","Tax","WINE SPANISH","WINE","VSI","0.00","0.00","44.60","12","12","D","0","general",,"15703","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2435","3252384066","8032523840667","COLLITTO SANGIOVESE 750ML","750ML","1","7","7","12.99","","","","","Tax","WINE ITALIAN","WINE","ES","0.00","0.00","46.11","12","12","D","0","general",,"15717","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2436","8310370303","083103703030","DUGGAN'S IRISH CREAM 750ML","750ML","1","13.75","12.33","17.99","","","","","Tax","SPECIALTIES & APERITIFS","CORDIALS","AA","0.00","0.00","23.57","12.0","2","D","0","general",,"15714","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2437","3123440003, 3123420003","","SWEETWATER IPA 6-PACK BTLS 12OZ","12OZ","1","1.31","1.31","2.29","6, 24","7.86, 31.44","7.86, 31.44","10.99, 36.99","Tax","MICRO BREWS","BEER","SPSP","0.00, 0.00","0.00","42.79","24","24","D","0","general",,"15715","24","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2438","6486622130","764866221305","PRELUDIO NO.1 CHARDONNAY 750ML","750ML","1","8","8","14.99","","","","","Tax","WINE ITALIAN","WINE","ES","0.00","0.00","46.63","12","12","D","0","general",,"15718","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2439","5243958003","8052439580037","MASSERIA MURATA GRECI DI TUFO 750ML","750ML","1","11","11","19.99","","","","","Tax","WINE ITALIAN","WINE","ES","1.00","1.00","44.97","0","0","D","0","general",,"15719","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2440","0200500802","8002005008021","IL GRIFO CHIANTI RISERVA 750ML","750ML","1","8","8","16.99","","","","","Tax","WINE ITALIAN","WINE","ES","0.00","0.00","52.91","12","12","D","0","general",,"15722","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2441","3277166080","8032771660802","CLUB COLLO MORO PINOT GRIGIO 750ML","750ML","1","6","6","12.99","","","","","Tax","WINE PINO GRIGIO","WINE","ES","0.00","0.00","53.81","12","12","D","0","general",,"15721","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2442","1835100002","618351000022","RAVAZZI CHIANTI RESERVA 750ML","750ML","1","10","10","17.99","","","","","Tax","WINE ITALIAN","WINE","ES","0.00","0.00","44.41","12","12","D","0","general",,"15723","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2443","3125902701","031259027012","VILLA POZZI MERLOT 750ML","750ML","1","4","4","11.99","","","","","Tax","WINE ITALIAN","WINE","ALLIED","3.00","3.00","66.64","0","0","D","0","general",,"15732","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2444","3125903264","31259032641","YELLOW TAIL CHARDONNAY UNOAKED 1.5LT","1.5LT","1","11.39","11.39","13.99","","","","","Tax","WINE AUSTRALIA","WINE","ALLIED","0.00","0.00","18.58","6","6","D","0","general",,"15745","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2445","0400900074","8004009000742","MARZADRO GRAPPA CAMILLA 750ML","750ML","1","29","29","39.99","","","","","Tax","SPECIALTIES & APERITIFS","CORDIALS","MWI","2.00","2.00","27.48","0","0","D","0","general",,"15747","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2446","1008610153","10086101539","SAN NICOLA MERLOT 1.5LT","1.5LT","1","4.99","4.99","9.99","","","","","Tax","WINE ITALIAN","WINE","BEVCON","0.00","0.00","50.05","6","6","D","0","general",,"15751","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2447","1008610536, 1008610155","","SAN NICOLA CABERNET 1.5LT","1.5LT","1","5.32","5.32","9.99","","","","","Tax","WINE ITALIAN","WINE","BEVCON","0.00, 0.00","0.00","46.75","6","6","D","0","general",,"15750","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2448","1710202000","817102020009","BLU AMARONE 750ML","750ML","1","20.81","20.81","25.99","","","","","Tax","WINE ITALIAN","WINE","BEVCON","2.00","2.00","19.93","0","0","D","0","general",,"15753","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2449","1008610340","010086103403","BLU PROSECCO 750ML","750ML","1","7.99","7.99","10.99","","","","","Tax","CHAMPAGNE IMPORT","SPARKLING","BEVCON","8.00","8.00","27.30","12.0","4","B","0","general",,"15752","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2450","9711400103","897114001036","ANCIENT PEAKS MERLOT 750ML","750ML","1","13.33","13.33","17.99","","","","","Tax","WINE MERLOT","WINE","WBWB","6.00","6.00","25.90","0","0","D","0","general",,"15771","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2451","4011591029","7640115910295","CONEGLIANO- VALD. PROSECCO 750ML","750ML","1","9.5","9.5","14.99","","","","","Tax","CHAMPAGNE IMPORT","SPARKLING","NORTH","0.00","0.00","36.62","12","12","D","0","general",,"15770","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2452","8210078006, 8312001494","082100780068, 083120014942","DREAMING TREE PINOT NOIR 750ML","750ML","1","12.09","12.09","13.99","","","","","Tax","WINE PINOT NOIR","WINE","ALLIED","11.00, 0.00","11.00","13.58","0","0","D","0","general",,"15777","12","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2453","3848900188","638489001883","DOGFISH HEAD SUPERDOPPIO  12OZ","12OZ","1","6.70","10.63","9.99","","","","","Tax","MICRO BREWS","BEER","SPSP","4.00","4.00","32.93","0","0","D","0","general",,"15779","4","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2454","8112807405","081128074050","FINLANDIA VODKA 1.75LT","1.75LT","1","25.06","24.99","29.99","","","","","Tax","VODKA","LIQUOR","ALLIED","2.00","2.00","16.44","6.0","2","B","0","general",,"15788","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2455","3848900189","638489001890","DOGFISH HEAD 60 MIN. 12-PACK CANS 12OZ","12OZ","1","16.74","16.75","18.99","","","","","Tax","MICRO BREWS","BEER","SPSP","-2.00","-2.00","11.85","4.0","4","A","0","general",,"15797","2","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2456","1206602159","812066021598","MACALLAN 12 YR DBL CASK 750ML","750ML","1","68.09","68.09","74.99","","","","","Tax","SCOTCH","LIQUOR","ALLIED","9.00","9.00","9.20","12.0","1","A","0","general",,"15796","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2457","8920810076","089208100767","CHRIS RINGLAND SHIRAZ 750ML","750ML","1","15","15","22.99","","","","","Tax","WINE AUSTRALIA","WINE","MHW","3.00","3.00","34.75","0","0","D","0","general",,"15809","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2458","2245500004","722455000045","PIERRE SPARR ONE 750ML","750ML","1","8.67","8.67","8.99","","","","","Tax","WINE FRENCH","WINE","MHW","5.00","5.00","3.56","0","0","D","0","general",,"15810","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2459","8678557030, 5321001981, 2081529073","","GOSSET BRUT 750ML","750ML","1","28","28","39.99","","","","","Tax","CHAMPAGNE IMPORT","SPARKLING","WD","0.00, 0.00, 0.00","0.00","29.98","12","12","D","0","general",,"15807","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2460","7671802082","876718020827","VINTAGE COKIAL NAPKNS","null","1","0.99","0.99","2.29","","","","","Tax","BAR SUPPLIES","GROCERY","LJZ","15.00","15.00","56.77","0","0","D","0","general",,"15819","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2461","2081521113","720815211131","LA CHEVALIERE CABERNET 750ML","750ML","1","6","6","12.99","","","","","Tax","WINE FRENCH","WINE","MHW","1.00","1.00","53.81","0","0","D","0","general",,"15811","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2462","8163530300","81635303001","CIGAR CUTTER none","none","1","0.89","0.89","1.49","","","","","Tax","BAR SUPPLIES","GROCERY","LJZ","9.00","9.00","40.27","0","0","D","0","general",,"15820","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2463","7671802481","876718024818","UMBEELLA APPETIZER none","null","1","3.32","3.32","4.99","","","","","Tax","BAR SUPPLIES","GROCERY","LJZ","3.00","3.00","33.47","0","0","D","0","general",,"15821","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2464","7671800901","876718009013","BOTTLE STOPPER none","null","1","0.94","0.94","2.49","","","","","Tax","BAR SUPPLIES","GROCERY","LJZ","5.00","5.00","62.25","0","0","D","0","general",,"15822","24","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2465","1994200031","819942000319","OSKAR BLUES TEN FIDDY BARREL AGED 20OZ","20OZ","1","8.84","8.84","10.99","","","","","Tax","MICRO BREWS","BEER","HBHB","0.00","0.00","19.56","12","12","D","0","general",,"15830","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2466","3260584217","8032605842176","CIACCI ROSSO 750ML","750ML","1","13.33","13.33","22.99","","","","","Tax","WINE ITALIAN","WINE","SKUR","0.00","0.00","42.02","12","12","D","0","general",,"15838","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2467","9020300228","9020300228","ANDEAN SKY MALBEC 750ML","750ML","1","0.84","0.84","9.99","","","","","Tax","WINE ARGENTINA","WINE","ALLIED","0.00","0.00","91.59","12","12","D","0","general",,"15840","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2468","8043210975","080432109755","GLENLIVET FOUNDER'S RSRV 750ML","750ML","1","45.09","45.09","45.99","","","","","Tax","SCOTCH","LIQUOR","ALLIED","33.00","33.00","1.96","6.0","5","A","0","general",,"15843","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2469","3143900012","31439000125","COCKTAILS SIP STIX none","null","1","1.19","1.19","2.49","","","","","Tax","BAR SUPPLIES","GROCERY","LJZ","2.00","2.00","52.21","0","0","D","0","general",,"15848","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2470","8218400121","82184001219","JACK DANIELS FIRE 1.75LT","1.75LT","1","45.09","45.09","49.99","","","","","Tax","BOURBON","LIQUOR","ALLIED","6.00","6.00","9.80","0","0","D","0","general",,"15844","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2471","8500002506","085000025062","BAREFOOT SANGRIA RED 1.5LT","1.5LT","1","12.09","12.09","12.99","","","","","Tax","WINE AMERICAN","WINE","GAGA","4.00","4.00","6.93","0","0","D","0","general",,"15853","6","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2472","6000349821","860003498217","CULT CABERNET 750ML","750ML","1","11.99","11.99","15.99","","","","","Tax","WINE CABERNET","WINE","VNIM","33.00","33.00","25.02","0","0","D","0","general",,"15855","12","",,1,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2473","4773652224","747736522245","CLOCKWORK CABERNET 750ML","750ML","1","10.67","10.67","16.99","","","","","Tax","WINE CABERNET","WINE","SKUR","0.00","0.00","37.20","12","12","D","0","general",,"15862","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2474","5703400602","857034006023","DISRUPTION RED WINE 750ML","750ML","1","10.33","10.33","17.99","","","","","Tax","WINE REDS","WINE","SKUR","0.00","0.00","42.58","12","12","D","0","general",,"15865","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2475","3604053867, 3604053976","","BARREL BOURBON 750ML","750ML","1","60","60","79.99","","","","","Tax","BOURBON","LIQUOR","SKUR","0.00, 0.00","0.00","24.99","6","6","D","0","general",,"15866","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2476","5306500071","5306500071","THORN CLARKE 10-YEAR TAWNY 750ML","750ML","1","20.5","20.5","32.99","","","","","Tax","WINE AUSTRALIA","WINE","NORTH","1.00","1.00","37.86","0","0","D","0","general",,"15867","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2477","5191900402","851919004029","VOLUNTEER CABERNET 750ML","750ML","1","22.5","22.5","29.99","","","","","Tax","WINE CABERNET","WINE","NORTH","0.00","0.00","24.97","6","6","D","0","general",,"15869","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2478","8722917694","87229176945","GLENROTHES SHERRY CASK 750ML","750ML","1","29.99","29.99","47.99","","","","","Tax","SCOTCH","LIQUOR","ALLIED","0.00","0.00","37.51","6","6","D","0","general",,"15875","6","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2479","5439600515","854396005152","HIGH WEST BARRELED BOULEVARDIER 750ML","750ML","1","38","38","45.99","","","","","Tax","AMERICAN WHISKEY","LIQUOR","FEDW","0.00","0.00","17.37","6","6","D","0","general",,"15883","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2480","8068681306","080686813064","LAPHROAIG SELECT 750ML","750ML","1","39.09","39.09","39.99","","","","","Tax","SCOTCH","LIQUOR","ALLIED","1.00","1.00","2.25","0","0","D","1","general",,"15888","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2481","1310201071","813102010712","GRAN APPASSO 750ML","750ML","1","10.00","10","15.99","","","","","Tax","WINE ITALIAN","WINE","SPSP","18.00","18.00","37.46","6.0","2","B","0","general",,"15886","6","",,1,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2482","7961503317","879615033174","ALHAMBRA RED BLEND 750ML","750ML","1","8","8","10.99","","","","","Tax","WINE ARGENTINA","WINE","TE","0.00","0.00","27.21","12","12","D","0","general",,"15905","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2483","5774401115","857744011157","JOSH MERLOT 750ML","750ML","1","14.09","14.09","15.98","","","","","Tax","WINE MERLOT","WINE","ALLIED","13.00","13.00","11.83","0","0","D","0","general",,"15895","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2486","2105984375","721059843751","WILD TURKEY 81 375ML","375ML","1","11.08","11.08","14.99","","","","","Tax","BOURBON","LIQUOR","ALLIED","0.00","0.00","26.08","0","0","D","0","general",,"15894","24","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2487","8218400155","082184001554","JACK DANIELS FIRE 200ML","200ML","1","7.89","7.89","10.99","","","","","Tax","BOURBON","LIQUOR","ALLIED","27.00","27.00","28.21","1","1","C","0","general",,"15918","48","",,1,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2488","3272600129","032726001290","PETER LEHMANN CLANCYS RED BLEND 750ML","750ML","1","13.25","13.25","16.99","","","","","Tax","WINE AUSTRALIA","WINE","UNKNOWN","0.00","0.00","22.01","0","0","D","0","general",,"15920","12","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2489","9875600114","898756001149","BACKHOUSE CHARDONNAY 750ML","750ML","1","4.5","4.5","8.99","","","","","Tax","WINE CHARDONNAY","WINE","OPICI","0.00","0.00","49.94","0","0","D","0","general",,"15922","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2490","8487200511","84872005110","AVIA CHARDONNAY 1.5LT","1.5LT","1","6.83","6.83","10.99","","","","","Tax","WINE YUGOSLAVIA","WINE","REGAL","0.00","0.00","37.85","6","6","D","0","general",,"15934","6","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2491","8378337543, 8378300025","","SIERRA NEVADA T.T 6-PACK BTLS 12OZ","12OZ","1","1.31","1.31","2.29","6","7.86","7.86","9.99","Tax","MICRO BREWS","BEER","SPSP","0.00, 0.00","0.00","42.79","24","24","D","0","general",,"15944","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2492","8769200433, 8769200432","","ANGRY ORCHARD EASY APPLE 12OZ","12OZ","1","1.35","1.35","1.99","6, 24","8.1, 32.4","8.1, 32.4","10.99, 38.99","Tax","MICRO BREWS","BEER","SPSP","0.00, 0.00","0.00","32.16","24","24","D","0","general",,"15949","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2493","8378337533, 8378300024","","SIERRA NEVADA SIDECAR 6-PACK BTLS 12OZ","12OZ","1","1.31","1.31","2.29","6","7.86","7.86","9.99","Tax","MICRO BREWS","BEER","SPSP","0.00, 0.00","0.00","42.79","24","24","D","0","general",,"15945","24","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2494","1507902040","815079020404","HERITAGE BROWN SUGER BOURBON 750ML","750ML","1","25","25","39.99","","","","","Tax","BOURBON","LIQUOR","OPICI","0.00","0.00","37.48","6","6","D","0","general",,"15950","6","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2495","9980200042","9980200042","COLLIER CABERNET 750ML","750ML","1","5.33","5.33","9.99","","","","","Tax","WINE CABERNET","WINE","VNIM","0.00","0.00","46.65","12","12","D","0","general",,"15954","12","",,1,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2496","5452700476","754527004767","NEW BELGIUM LE TERROIR 22oz","22oz","1","8.75","8.75","8.99","","","","","Tax","MICRO BREWS","BEER","SPSP","0.00","0.00","2.67","12","12","D","0","general",,"15961","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2497","3685041000","3336850410001","PRESTIGE LES VIGNERONS RED 750ML","750ML","1","7.33","7.33","12.99","","","","","Tax","WINE FRENCH","WINE","AA","13.00","13.00","43.57","12.0","3","B","0","general",,"15969","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2498","8200000370","08237000","SMIRNOFF SORBET PINEAPPLE COCO 50ML","50ML","1","0.69","0.69","0.99","","","","","Tax","VODKA","LIQUOR","ALLIED","85.00","85.00","30.30","0","0","D","0","general",,"15977","120","",,0,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2499","1188001248","9311880012481","BEELGARA SHIRAZ 750ML","750ML","1","7.33","7.33","13.99","","","","","Tax","WINE AUSTRALIA","WINE","SKUR","0.00","0.00","47.61","12","12","D","0","general",,"15990","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2500","7573400702","875734007027","CERALTI ALFEO 750ML","750ML","1","23.42","23.42","35","","","","","Tax","WINE ITALIAN","WINE","VNIM","0.00","0.00","33.09","12","12","D","0","general",,"16002","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2501","5232281402","852322814021","GIFFARD BANANE DU BRESIL 750ML","750ML","1","23","23","29.99","","","","","Tax","SPECIALTIES & APERITIFS","CORDIALS","SKUR","1.00","1.00","23.31","0","0","D","0","general",,"16009","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2502","9077200756","5690772007564","BRENNIVIN AQUAVIT ANNI EDITION 750ML","750ML","1","36","36","59.99","","","","","Tax","SPECIALTIES & APERITIFS","CORDIALS","SKUR","2.00","2.00","39.99","0","0","D","0","general",,"16014","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2503","0105340032","801053400324","OHISHI WHISKY BRANDY CASK 24OZ","24OZ","1","52","52","77.99","","","","","Tax","WINE JAPAN","WINE","SKUR","1.00","1.00","33.32","0","0","D","0","general",,"16016","6","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2504","4286040032","642860400325","FOUNDERS KBS 25OZ","25OZ","1","14.39","14.39","17.99","","","","","Tax","MICRO BREWS","BEER","HBHB","0.00","0.00","20.01","12","12","D","0","general",,"16018","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2506","9202600112","892026001129","THE SUM RED 750ML","750ML","1","18","18","30.99","","","","","Tax","WINE CALIF MISC. REDS","WINE","FEDW","0.00","0.00","41.92","12","12","D","0","general",,"16034","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2507","9202600115","892026001150","MELEE RED BLEND 750ML","750ML","1","23.5","23.5","39.99","","","","","Tax","WINE CALIF MISC. REDS","WINE","FEDW","0.00","0.00","41.24","12","12","D","0","general",,"16035","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2508","7573400704","875734007041","CERALTI SCIRE ROSSO 750ML","750ML","1","13.75","13.75","19.99","","","","","Tax","WINE ITALIAN","WINE","VNIM","0.00","0.00","31.22","12","12","D","0","general",,"16043","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2509","1451900578","8014519005786","SILTERRA PROSECCO 750ML","750ML","1","6","6","12.99","","","","","Tax","CHAMPAGNE IMPORT","SPARKLING","MWI","0.00","0.00","53.81","12","12","D","0","general",,"16046","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2510","8273460074","082734600749","CECCHI BONIZIO 750ML","750ML","1","9","9","13.99","","","","","Tax","WINE ITALIAN","WINE","ALLIED","0.00","0.00","35.67","12.0","1","D","0","general",,"16048","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2511","5950500404","859505004040","BODEGA ANIELLO PINOT NOIR 750ML","750ML","1","12","12","22.99","","","","","Tax","WINE ARGENTINA","WINE","MWI","2.00","2.00","47.80","0","0","D","0","general",,"16047","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2512","1820020249","018200202490","STELLA ARTOIS 12-PACK CANS 12OZ","12OZ","1","14.11","14.00","18.99","","","","","Tax","IMPORT BEER","BEER","HIGRADE","24.00","24.00","25.70","6.0","5","A","0","general",,"16059","2","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2513","8105413485","81054134859","LAURIER CHARDONNAY CARNEROS 750ML","750ML","1","12.08","12.08","19.99","","","","","Tax","WINE CHARDONNAY","WINE","VNIM","0.00","0.00","39.57","12","12","D","0","general",,"16070","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2514","1169900773","11699007737","MOMMESSIN BEAUJOLAIS-VILLAGES 750ML","750ML","1","8.67","8.67","12.99","","","","","Tax","WINE FRENCH","WINE","VNIM","0.00","0.00","33.26","12","12","D","0","general",,"16073","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2515","2013424151","8420134241513","CAMINA VERDEJO 750ML","750ML","1","6.67","6.67","9.99","","","","","Tax","WINE SPANISH","WINE","VNIM","0.00","0.00","33.23","12","12","D","0","general",,"16074","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2516","5603400347","856034003476","EVIL GENIUS STACEY'S MOM 12OZ","12OZ","1","10.13","10.13","12.99","","","","","Tax","MICRO BREWS","BEER","SPSP","9.00","9.00","22.02","4.0","3","B","0","general",,"16085","4","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
"2517","2386798811, 5675689580","756756895802, 756756895802","SOURLAND GIN 750ML","750ML","1","25.99","25.99","37.99","","","","","Tax","GIN IMPORTED","LIQUOR","DSD","6.00, -5.00","1.00","31.59","0","0","D","0","general",,"16088","6","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2518","2386798813, 5675689576, 5675689578","756756895789, 756756895789, 756756895789","SOURLAND VODKA 750ML","750ML","1","20.49","20.49","32.99","","","","","Tax","GIN IMPORTED","LIQUOR","DSD","3.00, 0.00, -3.00","0.00","37.89","0","0","B","0","general",,"16089","6","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2519","1589700913","715897009134","MORGAN SAUVIGNON BLANC 750ML","750ML","1","10.67","10.67","17.99","","","","","Tax","WINE SAUVIGNON BLANC","WINE","SKUR","0.00","0.00","40.69","12","12","D","0","general",,"16092","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2520","9084100203","9084100203","LA RIOJA ALTA VINA ARDANZA 750ML","750ML","1","23.33","23.33","34.99","","","","","Tax","WINE SPANISH","WINE","SKUR","0.00","0.00","33.32","12","12","D","0","general",,"16102","12","",,0,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2521","7573400141","875734001414","SINGLE POST RIESLING 750ML","750ML","1","10.00","10.00","12.99","","","","","Tax","WINE GERMAN","WINE","VNIM","11.00","11.00","23.02","0","0","D","0","general",,"16109","12","",,,,"0","0",Inventory Item,"",,,"0","0",1,,,
"2522","8935200968","689352009680","KIM CRAWFORD PINOT NOIR 750ML","750ML","1","15.33","15.33","20.99","","","","","Tax","MISC IMPORTED WINE","WINE","ALLIED","2.00","2.00","26.97","0","0","D","0","general",,"16112","12","",,,,"0","0",Inventory Item,"",,,"0","1",1,,,
